city,City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Amritsar,Amritsar,09-07-2018,43.36,87.53,11.31,9.17,20.48,6.88,0.15,9.03,38.7,93,Satisfactory
Amritsar,Amritsar,10-07-2018,52.64,68.71,8.86,10.8,19.66,7.33,0.23,7.33,25.46,88,Satisfactory
Amritsar,Amritsar,11-07-2018,28.48,46.52,9.4,10.06,19.46,7.42,0.47,7.25,30.39,81,Satisfactory
Amritsar,Amritsar,12-07-2018,36.03,55.76,10.43,8.76,19.19,7.64,0,5.66,25.23,50,Good
Amritsar,Amritsar,13-07-2018,16.45,33.03,10.6,9.01,18.3,7.67,0,11.91,17.04,60,Satisfactory
Amritsar,Amritsar,14-07-2018,21.83,45.5,9.99,9.18,19.16,7.68,0,7.33,37.11,122.8679426,Moderate
Amritsar,Amritsar,15-07-2018,21.47,41.26,9.76,9.43,19.19,7.59,0,7.56,30.98,122.8679426,Moderate
Amritsar,Amritsar,16-07-2018,28.43,47.3,9.81,9.41,18.61,7.55,0,3.1,29.37,49,Good
Amritsar,Amritsar,17-07-2018,22.09,41.49,10.07,9.35,16.76,7.6,0,2.67,34.97,49,Good
Amritsar,Amritsar,18-07-2018,24.9,53.83,10.48,8.82,14.49,7.69,0,3.84,40.09,55,Satisfactory
Amritsar,Amritsar,19-07-2018,18.52,53.06,10.44,8.73,15.41,7.65,0.25,3.39,41.53,122.8679426,Moderate
Amritsar,Amritsar,20-07-2018,26.85,65.56,10.29,8.06,18.35,6.96,0.41,9.02,27.54,67,Satisfactory
Amritsar,Amritsar,21-07-2018,27.89,60.21,9.6,5.99,15.59,4.69,0.42,6.07,30.64,64,Satisfactory
Amritsar,Amritsar,22-07-2018,25.89,27.13,9.36,6.06,15.42,4.71,0.34,3.75,34.04,54,Satisfactory
Amritsar,Amritsar,23-07-2018,23.24,40.44,9.38,6.02,12.91,4.71,0.36,4.05,39.98,50,Good
Amritsar,Amritsar,24-07-2018,24.15,48.14,10.29,5.21,10.99,6.2,0.37,3.71,38.48,74,Satisfactory
Amritsar,Amritsar,25-07-2018,28.38,51.05,10.73,4.85,14.59,6.7,0.37,3.45,31.95,54,Satisfactory
Amritsar,Amritsar,26-07-2018,14.82,31.86,10.62,4.83,7.46,6.71,0.13,3.45,27.37,50,Good
Amritsar,Amritsar,27-07-2018,10.8,29.2,11.29,5.6,13.59,6.06,0.2,2.63,31.03,122.8679426,Moderate
Amritsar,Amritsar,28-07-2018,19.92,28.23,12.49,6.7,19.19,5.32,0.24,1.95,27.33,25,Good
Amritsar,Amritsar,29-07-2018,19.92,38.77,12.69,6.65,19.32,5.31,0.37,1.92,26.45,46,Good
Amritsar,Amritsar,30-07-2018,19.92,49.86,12.67,6.6,19.3,5.31,0.33,2.04,32.44,68,Satisfactory
Amritsar,Amritsar,31-07-2018,19.92,59.9,12.42,6.63,19.05,5.34,0.3,2.12,36.58,59,Satisfactory
Amritsar,Amritsar,01-08-2018,19.92,63.84,12.7,7.14,19.81,5.77,0.17,2.21,39.25,71,Satisfactory
Amritsar,Amritsar,02-08-2018,19.92,61.34,14.06,8.58,22.66,7.14,0.5,3.89,42.72,62,Satisfactory
Amritsar,Amritsar,03-08-2018,19.92,147.2,14.18,8.94,23.12,7.08,0.23,2.77,30.38,67,Satisfactory
Amritsar,Amritsar,04-08-2018,19.92,127.95,12.49,8.67,21.08,5.64,0.14,4.57,38.44,126,Moderate
Amritsar,Amritsar,05-08-2018,19.92,83.64,11.48,8.11,19.59,4.03,0.32,5.08,33.16,100,Satisfactory
Amritsar,Amritsar,06-08-2018,19.92,47.79,11.72,8.08,19.81,3.92,0.32,6.87,34.94,66,Satisfactory
Amritsar,Amritsar,07-08-2018,19.92,19.9,12.57,7.92,20.49,3.58,0.32,8.37,34.38,39,Good
Amritsar,Amritsar,08-08-2018,19.92,18.23,13.32,6.56,17.81,3.21,0.32,6.67,33.25,37,Good
Amritsar,Amritsar,09-08-2018,19.92,19.99,5.55,7.11,12.66,7.71,0.32,7.22,35.4,40,Good
Amritsar,Amritsar,10-08-2018,19.92,38.43,5.69,7.67,13.36,7.56,0.32,8.7,34.38,42,Good
Amritsar,Amritsar,11-08-2018,19.92,38.21,5.73,7.76,13.49,7.43,0.32,8.69,29.83,42,Good
Amritsar,Amritsar,12-08-2018,19.92,65.08,5.52,7.83,13.35,7.46,0.32,8.41,28.86,43,Good
Amritsar,Amritsar,13-08-2018,19.92,47.75,6.32,8.79,14.95,7.22,0.32,6.75,29.1,64,Satisfactory
Amritsar,Amritsar,14-08-2018,19.92,35.59,9.76,10.34,20.11,5.91,0.32,7.25,38.17,44,Good
Amritsar,Amritsar,15-08-2018,19.92,31.42,9.59,10.37,19.96,5.94,0.32,9.04,33.88,122.8679426,Moderate
Amritsar,Amritsar,16-08-2018,19.92,61.22,7.73,10.24,18.08,6.2,0.32,6.69,36.6,122.8679426,Moderate
Amritsar,Amritsar,17-08-2018,19.92,50.07,7.37,9.47,16.84,5.62,0.32,3.14,33.74,122.8679426,Moderate
Amritsar,Amritsar,18-08-2018,19.92,28.55,7.22,9.46,16.69,5.66,0.32,6.39,39.73,64,Satisfactory
Amritsar,Amritsar,19-08-2018,19.92,24.03,7.16,9.47,16.62,5.68,0.32,5.18,32.67,40,Good
Amritsar,Amritsar,20-08-2018,19.92,39.04,9.14,10.14,19.27,6.17,0.32,5.76,34.69,61,Satisfactory
Amritsar,Amritsar,21-08-2018,19.92,37.9,13.48,12.06,25.24,6.42,1.01,8.09,32.38,42,Good
Amritsar,Amritsar,22-08-2018,41.99,43.11,14.16,13.5,27.66,6.56,0.04,6.63,29.55,122.8679426,Moderate
Amritsar,Amritsar,23-08-2018,41.99,30.87,12.46,12.01,21,7.26,0,5.23,25.65,40,Good
Amritsar,Amritsar,24-08-2018,41.99,47.04,14.88,13.39,25.88,6.29,0,6.56,31.61,39,Good
Amritsar,Amritsar,25-08-2018,41.99,71.25,68.83,32.78,60.38,19.46,0,27.38,29.62,122.8679426,Moderate
Amritsar,Amritsar,26-08-2018,41.99,71.25,68.83,32.78,60.38,19.46,0,27.38,29.62,122.8679426,Moderate
Amritsar,Amritsar,27-08-2018,41.99,71.25,68.83,32.78,60.38,19.46,0,27.38,29.62,122.8679426,Moderate
Amritsar,Amritsar,28-08-2018,41.99,92.29,15.11,11.84,23.56,5.75,0.04,6.1,36,122.8679426,Moderate
Amritsar,Amritsar,29-08-2018,41.99,99.16,12.38,11.74,23.74,3.62,0,4.98,15.3,98,Satisfactory
Amritsar,Amritsar,30-08-2018,41.99,73.84,11.03,10.68,20.6,4.86,0,5.32,20.33,86,Satisfactory
Amritsar,Amritsar,31-08-2018,41.99,86.23,11.92,9.68,16.05,5.98,0,5.79,29.21,72,Satisfactory
Amritsar,Amritsar,01-09-2018,41.99,74.16,15.86,18,23.87,11.87,0,5.43,33.67,78,Satisfactory
Amritsar,Amritsar,02-09-2018,41.99,48.94,12.55,10.27,18.51,5.76,0,2.36,13.52,122.8679426,Moderate
Amritsar,Amritsar,03-09-2018,41.99,36.88,18.56,12.7,13.82,8.53,0,3.28,20.52,122.8679426,Moderate
Amritsar,Amritsar,04-09-2018,41.99,39.17,21.61,11.55,29.63,7.67,0,2.99,23.02,39,Good
Amritsar,Amritsar,05-09-2018,41.99,64.29,12.35,10.75,19.65,5.99,0,2.33,32.89,53,Satisfactory
Amritsar,Amritsar,06-09-2018,41.99,82.86,11.14,8.52,19.66,5.36,0,2.4,22.94,70,Satisfactory
Amritsar,Amritsar,07-09-2018,41.99,56.13,9.57,7.29,16.86,4.69,0,2.74,19.52,72,Satisfactory
Amritsar,Amritsar,08-09-2018,41.99,24.89,10.26,7.84,18.1,4.47,0,3.13,22.58,40,Good
Amritsar,Amritsar,09-09-2018,41.99,34.62,10.88,10.65,21.4,4.37,0,2.87,17.87,33,Good
Amritsar,Amritsar,10-09-2018,41.99,43.28,10.47,10.85,21.24,4.34,0,4.32,19.64,36,Good
Amritsar,Amritsar,11-09-2018,41.99,42.87,15.68,15.46,31.14,10.81,0,2.74,21.88,45,Good
Amritsar,Amritsar,12-09-2018,41.99,47.01,17.18,14.9,32.09,13.52,0,2.81,21.21,46,Good
Amritsar,Amritsar,13-09-2018,41.99,84.37,14.76,10.91,25.66,9.91,0,3.09,19.33,56,Satisfactory
Amritsar,Amritsar,14-09-2018,41.99,44.41,15.63,11.35,26.98,9.42,0,2.15,20.13,77,Satisfactory
Amritsar,Amritsar,15-09-2018,41.99,36.96,15.74,11.61,27.34,9.31,0,3.01,19.82,38,Good
Amritsar,Amritsar,16-09-2018,41.99,41.76,15.74,11.37,27.11,9.31,0,2.28,22.39,39,Good
Amritsar,Amritsar,17-09-2018,41.99,56.83,15.24,11.48,26.72,9.5,0,3.49,25.12,48,Good
Amritsar,Amritsar,18-09-2018,41.99,67.86,15.55,11.79,27.34,9.32,0,2.03,25.65,63,Satisfactory
Amritsar,Amritsar,19-09-2018,41.99,81.95,15.34,11.69,27.03,9.42,0,3.25,25.84,76,Satisfactory
Amritsar,Amritsar,20-09-2018,41.99,88.29,14.89,11.32,26.21,9.68,0,2.78,27.92,84,Satisfactory
Amritsar,Amritsar,21-09-2018,41.99,73.77,14.78,11.04,25.82,9.81,0,2.57,24.4,86,Satisfactory
Amritsar,Amritsar,22-09-2018,41.99,33.3,15.34,10.85,24.48,9.66,0,4.17,18.28,52,Satisfactory
Amritsar,Amritsar,23-09-2018,41.99,10.81,18.2,3.94,22.06,7.38,0.02,5.15,10.8,32,Good
Amritsar,Amritsar,24-09-2018,41.99,17.01,5.52,0.79,6.29,6.7,0,4.9,16.19,22,Good
Amritsar,Amritsar,25-09-2018,41.99,27.65,6.39,1.41,7.8,4.63,0,3.16,12.47,20,Good
Amritsar,Amritsar,26-09-2018,41.99,84.37,5,1.41,6.41,4.17,0,6.76,10.35,56,Satisfactory
Amritsar,Amritsar,27-09-2018,41.99,93.59,5.79,4.82,10.6,6.58,0.06,4.37,16.55,91,Satisfactory
Amritsar,Amritsar,28-09-2018,41.99,94.38,10.47,11.77,22.26,12.22,0,5.97,19.15,94,Satisfactory
Amritsar,Amritsar,29-09-2018,41.99,43.79,13.44,14.45,27.88,11.18,0,6.46,18.06,67,Satisfactory
Amritsar,Amritsar,30-09-2018,41.99,84.29,12.2,14.12,26.33,10.97,0,6.29,19.94,68,Satisfactory
Amritsar,Amritsar,01-10-2018,41.99,119.97,10.65,14.79,25.44,11.08,0,6.5,20.78,100,Satisfactory
Amritsar,Amritsar,02-10-2018,41.99,130.41,10.67,15.03,25.7,10.88,0,5.83,21.03,119,Moderate
Amritsar,Amritsar,03-10-2018,41.99,134.54,10.62,14.44,25.04,10.64,0,6.65,17.06,122,Moderate
Amritsar,Amritsar,04-10-2018,41.99,79.33,12.77,18.87,31.65,10.07,0,6.61,20.1,104,Moderate
Amritsar,Amritsar,05-10-2018,41.99,65.32,11.02,17.17,28.2,9.51,0,6.18,21.78,78,Satisfactory
Amritsar,Amritsar,06-10-2018,41.99,95.99,12.69,15.89,28.58,9.8,0,6.16,18.11,83,Satisfactory
Amritsar,Amritsar,07-10-2018,41.99,194.56,11.01,15.38,26.39,9.96,0,6.75,23.54,133,Moderate
Amritsar,Amritsar,08-10-2018,41.99,154.77,10.98,12.72,23.7,11.46,0,5.05,20.87,157,Moderate
Amritsar,Amritsar,09-10-2018,41.99,87.81,12.7,10.99,23.68,13.5,0,3.72,9.48,106,Moderate
Amritsar,Amritsar,10-10-2018,41.99,132.12,15.73,14.43,30.16,16.85,0,4.15,17.22,93,Satisfactory
Amritsar,Amritsar,11-10-2018,41.99,152.34,22.22,21.74,43.96,24.05,0,6.05,21.4,146,Moderate
Amritsar,Amritsar,12-10-2018,41.99,152.55,28.01,27.25,55.27,25.23,0,6.43,17.28,129,Moderate
Amritsar,Amritsar,13-10-2018,41.99,211.81,27.51,26.32,53.83,24.88,0,5.77,18.01,150,Moderate
Amritsar,Amritsar,14-10-2018,41.99,271.06,25.75,26.49,52.24,24.71,0,6.71,18.63,209,Poor
Amritsar,Amritsar,15-10-2018,41.99,228.06,18.97,23.23,42.76,20.99,0.09,6.47,24.57,203,Poor
Amritsar,Amritsar,16-10-2018,41.99,125.47,12.31,18.58,31.89,17.99,0,6.07,30.09,145,Moderate
Amritsar,Amritsar,17-10-2018,41.99,121.94,14.24,19.97,35.21,18.55,0,6.19,24,106,Moderate
Amritsar,Amritsar,18-10-2018,41.99,106.02,15.1,20.95,37.05,18.81,0.01,5.43,22.76,118,Moderate
Amritsar,Amritsar,19-10-2018,41.99,112.9,16.77,22.89,40.66,18.72,0,6.5,21.61,106,Moderate
Amritsar,Amritsar,20-10-2018,41.99,85.78,17.65,25.08,43.72,18.52,0,6.11,18.43,96,Satisfactory
Amritsar,Amritsar,21-10-2018,41.99,143.94,23.68,29.28,41.44,17.11,0.01,5.58,18.68,115,Moderate
Amritsar,Amritsar,22-10-2018,59.95,182.15,31.6,29.53,59.14,16.11,0,5.17,18.41,145,Moderate
Amritsar,Amritsar,23-10-2018,48.96,144.84,25.22,23.73,48.5,14.59,0,6.21,22.47,137,Moderate
Amritsar,Amritsar,24-10-2018,61.79,184.57,25.79,24.41,49.42,14.69,0.01,6.63,21.24,152,Moderate
Amritsar,Amritsar,25-10-2018,37.17,106.31,35.32,26.8,63.12,16.05,0,6.35,20.92,119,Moderate
Amritsar,Amritsar,26-10-2018,42.12,120.38,31.86,27.04,59.9,15.65,0.01,6.02,22.48,107,Moderate
Amritsar,Amritsar,27-10-2018,48.55,138.69,31.37,26.26,58.63,15.68,0,5.78,25.03,124,Moderate
Amritsar,Amritsar,28-10-2018,45.78,130.79,33.67,28.65,63.32,16.09,0,5.84,15.61,122,Moderate
Amritsar,Amritsar,29-10-2018,57.31,175.25,31.74,26.18,58.62,15.28,0.02,5.98,21.27,138,Moderate
Amritsar,Amritsar,30-10-2018,57.94,171.82,23.42,20.66,42.66,12.92,0,6.3,24.7,144,Moderate
Amritsar,Amritsar,31-10-2018,49.3,143.96,27.24,22.59,46.82,13.69,0.01,6.08,21.03,140,Moderate
Amritsar,Amritsar,01-11-2018,116.63,306.18,23.71,21.4,41.97,13.08,0,6.32,19.98,251,Poor
Amritsar,Amritsar,02-11-2018,33.74,87.84,20.17,21.19,41.35,12.48,0.01,6,15.41,137,Moderate
Amritsar,Amritsar,03-11-2018,48.76,139.29,22.89,27.79,50.66,13.46,0,6.47,14.1,112,Moderate
Amritsar,Amritsar,04-11-2018,27.22,102.81,29.63,32.62,20.68,15,0,5.88,11.15,124,Moderate
Amritsar,Amritsar,05-11-2018,27.75,106.09,20.97,27.03,34.54,13.25,0,6.01,25.27,122.8679426,Moderate
Amritsar,Amritsar,06-11-2018,31.86,90.9,25.7,38.29,63.98,14.88,0,19.13,13.28,74,Satisfactory
Amritsar,Amritsar,07-11-2018,73.92,213.3,34.67,43.28,75.25,16.74,0.32,19.13,11.34,146,Moderate
Amritsar,Amritsar,08-11-2018,96.85,215.67,29.06,32.62,54.79,14.69,1.13,9.91,30.02,237,Poor
Amritsar,Amritsar,09-11-2018,60.41,112.53,32.1,38.15,70,14.92,0.81,3.2,27.13,124,Moderate
Amritsar,Amritsar,10-11-2018,54.89,157.76,33.43,38.02,69.43,9.8,0.01,3.8,26.42,114,Moderate
Amritsar,Amritsar,11-11-2018,62.42,178.25,30.03,34.95,62.91,8.94,0,3.59,22.36,158,Moderate
Amritsar,Amritsar,12-11-2018,33.74,96.43,29.16,37.24,64.4,9.23,0,2.31,17.17,120,Moderate
Amritsar,Amritsar,13-11-2018,45.16,129.04,29.69,38.7,66.33,9.46,0,3.89,15.79,101,Moderate
Amritsar,Amritsar,14-11-2018,42.61,121.76,28.13,36.97,31.55,9.12,0,3.89,15.82,129,Moderate
Amritsar,Amritsar,15-11-2018,38.93,111.3,15.73,23.5,34.36,6.05,0.02,3.89,27.39,122.8679426,Moderate
Amritsar,Amritsar,16-11-2018,49.87,142.45,24.72,35.8,58.53,8.49,0,8.56,19.76,115,Moderate
Amritsar,Amritsar,17-11-2018,71.74,205.11,27.67,38.24,63.92,9.03,0,8.56,18.19,156,Moderate
Amritsar,Amritsar,18-11-2018,54.93,152.6,27.31,38.26,63.69,9.08,0,8.56,19.12,158,Moderate
Amritsar,Amritsar,19-11-2018,48.16,128.53,21.63,29.8,49.43,7.38,0.01,8.56,24.92,117,Moderate
Amritsar,Amritsar,20-11-2018,52.3,139.23,18.8,27.98,44.79,6.7,0.01,0.71,19.59,125,Moderate
Amritsar,Amritsar,21-11-2018,93.43,147.22,19.47,28.7,46.17,6.87,0.01,5.36,14.99,140,Moderate
Amritsar,Amritsar,22-11-2018,112.18,162.8,26.15,34.1,58.25,8.48,0,6.94,11.73,306,Very Poor
Amritsar,Amritsar,23-11-2018,46.38,102.86,18.97,31.23,48.19,7.14,0,4.71,8.3,134,Moderate
Amritsar,Amritsar,24-11-2018,45.32,100.78,21,33.26,52.26,7.63,0,4.71,8.07,91,Satisfactory
Amritsar,Amritsar,25-11-2018,68.66,152.57,25.88,36.7,60.58,8.69,0,4.71,8.86,121,Moderate
Amritsar,Amritsar,26-11-2018,63.86,142.12,24.13,33.08,55.21,8.12,0.01,4.71,16.83,135,Moderate
Amritsar,Amritsar,27-11-2018,69.37,154.01,26.61,36.36,60.97,8.73,0,3.23,20.57,132,Moderate
Amritsar,Amritsar,28-11-2018,63.2,140.32,23.81,33.88,55.69,8.06,0,3.23,19.47,127,Moderate
Amritsar,Amritsar,29-11-2018,65.15,144.93,26.81,33.27,58.08,8.5,0.01,3.23,21.4,130,Moderate
Amritsar,Amritsar,30-11-2018,62.87,139.7,25.09,31.37,54.46,8.06,0,7.56,20.76,135,Moderate
Amritsar,Amritsar,01-12-2018,62.95,140.07,29.56,36.7,64.23,9.16,0.01,5.91,16.61,125,Moderate
Amritsar,Amritsar,02-12-2018,41.91,93.07,28.89,38,64.86,9.19,0,9.49,17.04,109,Moderate
Amritsar,Amritsar,03-12-2018,53.8,123.95,28.33,33.28,47.57,8.6,0.01,9.49,23.99,101,Moderate
Amritsar,Amritsar,04-12-2018,76.21,168.2,21.75,26.18,39.31,7.04,0.02,7.11,23.88,115,Moderate
Amritsar,Amritsar,05-12-2018,61.69,137.47,27.29,33.08,55.41,8.51,0.01,4.06,19.18,127,Moderate
Amritsar,Amritsar,06-12-2018,70.49,156.56,40.56,43.85,82.42,11.49,0,6.2,15.79,139,Moderate
Amritsar,Amritsar,07-12-2018,63.57,141.24,29.04,33.89,60.93,8.88,0,6.2,20.74,130,Moderate
Amritsar,Amritsar,08-12-2018,69.19,153.63,34.65,37.59,70.23,9.95,0.01,6.2,16.57,131,Moderate
Amritsar,Amritsar,09-12-2018,73.15,162.47,35.13,41.33,74.45,10.41,0,3.5,15.49,144,Moderate
Amritsar,Amritsar,10-12-2018,54.54,121.13,36.59,41.71,76.3,10.68,0.01,3.5,14.76,131,Moderate
Amritsar,Amritsar,11-12-2018,23.84,52.99,35.43,40.65,74.09,10.39,0.01,3.75,15.1,94,Satisfactory
Amritsar,Amritsar,12-12-2018,34.41,76.5,32.68,39.35,70.02,9.81,0.01,0.87,14.24,91,Satisfactory
Amritsar,Amritsar,13-12-2018,35.39,78.62,35.57,41.28,74.85,10.47,0,6.34,13.71,90,Satisfactory
Amritsar,Amritsar,14-12-2018,43.93,100.62,25.34,30.82,44.51,7.94,0.02,6.34,16.43,99,Satisfactory
Amritsar,Amritsar,15-12-2018,37.55,84.08,23.99,30.34,47.92,7.68,0,4.16,15.08,87,Satisfactory
Amritsar,Amritsar,16-12-2018,49.82,120.8,24.1,31.61,49.1,7.89,0,4.16,15.12,102,Moderate
Amritsar,Amritsar,17-12-2018,61.91,138.56,24.94,31.59,53.92,7.86,0.02,4.16,15.63,118,Moderate
Amritsar,Amritsar,18-12-2018,72.97,163.05,30.79,35.39,64.18,9.06,0.01,4.08,13.45,138,Moderate
Amritsar,Amritsar,19-12-2018,81.51,181.02,35.66,37.44,71.01,10.04,0.01,2.73,15.76,160,Moderate
Amritsar,Amritsar,20-12-2018,56.93,126.56,33.91,35.26,67.16,9.44,0.02,4.48,15.72,143,Moderate
Amritsar,Amritsar,21-12-2018,56.6,125.74,32.79,37.83,68.56,9.47,0,2.4,13.44,110,Moderate
Amritsar,Amritsar,22-12-2018,62.09,138.1,30.94,29.75,56.49,8.44,0.02,2.4,16.41,126,Moderate
Amritsar,Amritsar,23-12-2018,75.18,166.81,27.1,20.86,47.96,7.31,0,2.07,7.26,127,Moderate
Amritsar,Amritsar,24-12-2018,64.23,141.23,24.99,22.13,47.12,7.2,0.01,2.07,9.64,149,Moderate
Amritsar,Amritsar,25-12-2018,68.66,152.5,22.67,22.59,45.26,6.71,0,1.32,8.62,137,Moderate
Amritsar,Amritsar,26-12-2018,74.91,178.86,23.65,24.35,45.11,7.13,0.01,1.32,10.14,144,Moderate
Amritsar,Amritsar,27-12-2018,72.08,160.38,26.59,27.11,53.7,8.02,0.01,1.97,9.16,154,Moderate
Amritsar,Amritsar,28-12-2018,70.27,155.08,25.57,27.48,53.03,7.86,0.01,4.17,4.93,131,Moderate
Amritsar,Amritsar,29-12-2018,98.32,218.44,35.3,37.03,72.33,10.92,0,2.98,4.3,200,Moderate
Amritsar,Amritsar,30-12-2018,78.83,175,30.13,32.62,62.66,9.42,0,2.98,6.46,174,Moderate
Amritsar,Amritsar,31-12-2018,78.42,186.41,31.71,33.79,59.08,9.96,0.05,2.98,5.43,184,Moderate
Amritsar,Amritsar,01-01-2019,92.38,205.42,21.66,21.67,44.01,6.61,0.17,2.87,9.65,170,Moderate
Amritsar,Amritsar,02-01-2019,77.42,171.98,38.64,19.65,55.01,9.43,0.05,3.41,6.05,176,Moderate
Amritsar,Amritsar,03-01-2019,45.44,100.89,31.86,27.8,59.66,9.29,0.01,3.54,5.79,131,Moderate
Amritsar,Amritsar,04-01-2019,34.45,76.48,30.01,32.28,62.28,9.37,0,3.49,5.19,81,Satisfactory
Amritsar,Amritsar,05-01-2019,28.29,62.82,26.76,29.28,56.04,8.38,0,2.33,5,77,Satisfactory
Amritsar,Amritsar,06-01-2019,14.54,32.35,27.74,31.28,59.01,8.89,0,1.61,5.47,70,Satisfactory
Amritsar,Amritsar,07-01-2019,24.39,55.75,25.4,27.86,46.04,8.11,0,1.83,5.24,69,Satisfactory
Amritsar,Amritsar,08-01-2019,27.89,61.97,22.75,25.9,47.27,7.37,0.02,2.92,8.92,64,Satisfactory
Amritsar,Amritsar,09-01-2019,37.34,88.8,16.81,21.51,32.36,5.7,0.04,3.2,9.01,75,Satisfactory
Amritsar,Amritsar,10-01-2019,45.99,102.22,19.81,25.32,44.54,6.57,0.03,2.85,8.68,98,Satisfactory
Amritsar,Amritsar,11-01-2019,69.5,159.89,25.14,28.99,45,7.93,0,3.76,4.87,101,Moderate
Amritsar,Amritsar,12-01-2019,52.22,115.98,22.07,24.15,45.96,8.42,0,3.48,8.24,118,Moderate
Amritsar,Amritsar,13-01-2019,27.56,61.73,33.82,36.82,66.33,15.16,0,2.83,5.6,83,Satisfactory
Amritsar,Amritsar,14-01-2019,28.1,73.28,24.32,28.07,45.63,12.34,0,4.66,7.37,80,Satisfactory
Amritsar,Amritsar,15-01-2019,47.88,114.7,25.43,30.98,48.25,12.91,0,4.66,5.09,73,Satisfactory
Amritsar,Amritsar,16-01-2019,70.18,163.27,30.51,35.91,63.7,14.45,0,4.66,4.91,133,Moderate
Amritsar,Amritsar,17-01-2019,64.8,148.01,24.63,28.05,50.91,9.91,0,4.66,8.02,135,Moderate
Amritsar,Amritsar,18-01-2019,34.37,82.02,17.31,25.3,37.45,6.53,0,4.66,8.96,131,Moderate
Amritsar,Amritsar,19-01-2019,2.85,11.43,17.77,26.75,41.86,6.53,0,4.66,6.11,56,Satisfactory
Amritsar,Amritsar,20-01-2019,15.53,54.85,19.33,26.29,42.17,7.2,0,4.66,5.23,54,Satisfactory
Amritsar,Amritsar,21-01-2019,14.88,35.71,18.18,18.29,32.3,9.36,0,4.66,6.58,50,Good
Amritsar,Amritsar,22-01-2019,9.17,25.17,19.78,18.35,38.13,6.91,0,4.66,9.17,48,Good
Amritsar,Amritsar,23-01-2019,10.42,29.31,17.8,20.46,38.27,4.58,0,4.66,5.93,42,Good
Amritsar,Amritsar,24-01-2019,39.63,71.3,14.74,20.8,35.54,6.73,0,4.66,9.45,122.8679426,Moderate
Amritsar,Amritsar,25-01-2019,73.78,119.03,16.16,23.99,40.15,6.75,0,4.66,5.35,142,Moderate
Amritsar,Amritsar,26-01-2019,44.72,98.2,16.8,26.97,43.77,6.84,0,4.66,4.54,122,Moderate
Amritsar,Amritsar,27-01-2019,34.14,73.32,13.76,24.26,38.02,6.8,0,4.66,4.84,76,Satisfactory
Amritsar,Amritsar,28-01-2019,58.49,104.54,14.92,21.57,36.4,6.01,0,4.66,8.94,90,Satisfactory
Amritsar,Amritsar,29-01-2019,56.89,94.19,16.31,22.23,38.57,6.6,0,4.66,5.5,98,Satisfactory
Amritsar,Amritsar,30-01-2019,70.78,114.9,19.24,22.67,41.92,6.33,0,4.66,4.99,113,Moderate
Amritsar,Amritsar,31-01-2019,33.66,52.12,16.11,16.6,32.73,5.05,0,4.66,6.87,83,Satisfactory
Amritsar,Amritsar,01-02-2019,34.5,50.39,11.47,13.56,24.78,3.98,0,4.66,7.77,58,Satisfactory
Amritsar,Amritsar,02-02-2019,40.16,68.34,11.01,15.32,26.34,1.55,0,4.66,4.31,62,Satisfactory
Amritsar,Amritsar,03-02-2019,47.96,88.1,15.4,13.39,28.79,2.18,0,4.66,8.42,84,Satisfactory
Amritsar,Amritsar,04-02-2019,67.94,156.16,18.46,14.99,33.44,2.33,0,4.66,9.61,113,Moderate
Amritsar,Amritsar,05-02-2019,48.54,154.64,18.18,15.21,31.56,3.36,0,4.66,12.19,146,Moderate
Amritsar,Amritsar,06-02-2019,82.06,113.3,16.11,14.76,30.87,4.22,0,4.66,7.35,154,Moderate
Amritsar,Amritsar,07-02-2019,45.96,60.92,15.23,14.65,29.88,4.11,0,4.66,8.81,98,Satisfactory
Amritsar,Amritsar,08-02-2019,30.86,53.32,11.87,12.28,24.14,3.83,0,4.66,18.45,71,Satisfactory
Amritsar,Amritsar,09-02-2019,36.56,73.1,12.28,15.88,28.16,4.63,0,4.66,8.52,59,Satisfactory
Amritsar,Amritsar,10-02-2019,72.25,152.76,14.04,18.54,32.58,5.45,0,4.66,9.73,126,Moderate
Amritsar,Amritsar,11-02-2019,41.63,133.64,14.03,18.15,32.18,5.83,0.01,4.66,16.8,132,Moderate
Amritsar,Amritsar,12-02-2019,72.66,138.2,16.61,19.13,35.75,7.3,0.01,7.15,12.12,121,Moderate
Amritsar,Amritsar,13-02-2019,77.14,132.69,18.51,19.67,38.19,7.32,0,3.85,13.82,164,Moderate
Amritsar,Amritsar,14-02-2019,47.29,84.07,19.34,16.36,33.57,6.89,0.01,3.85,9.04,119,Moderate
Amritsar,Amritsar,15-02-2019,16.68,45.69,17.87,14.11,31.98,5.34,0,10.4,10.45,51,Satisfactory
Amritsar,Amritsar,16-02-2019,34.55,73.44,16.61,13.75,30.37,5.4,0,10.4,20.75,62,Satisfactory
Amritsar,Amritsar,17-02-2019,61.25,130.3,14.68,15.41,30.1,5.38,0,10.4,27.31,99,Satisfactory
Amritsar,Amritsar,18-02-2019,21.95,46.79,13.04,15.49,28.53,6.76,0.01,10.4,26.48,85,Satisfactory
Amritsar,Amritsar,19-02-2019,25.43,54.23,11.04,17.56,28.61,5.87,0,2.58,24.43,44,Good
Amritsar,Amritsar,20-02-2019,36.81,81.97,12.33,17.47,28.03,4.93,0,2.58,20.42,79,Satisfactory
